stim_left;stim_right;audio;stim_lev;vol;left;right;stim;Hz;categorie;training_loop.thisRepN;training_loop.thisTrialN;training_loop.thisN;training_loop.thisIndex;trials_2.thisRepN;trials_2.thisTrialN;trials_2.thisN;trials_2.thisIndex;both_txt_loop.thisRepN;both_txt_loop.thisTrialN;both_txt_loop.thisN;both_txt_loop.thisIndex;both_stim_loop.thisRepN;both_stim_loop.thisTrialN;both_stim_loop.thisN;both_stim_loop.thisIndex;training_trials_loop.thisRepN;training_trials_loop.thisTrialN;training_trials_loop.thisN;training_trials_loop.thisIndex;stim_loop.thisRepN;stim_loop.thisTrialN;stim_loop.thisN;stim_loop.thisIndex;stim_test.thisRepN;stim_test.thisTrialN;stim_test.thisN;stim_test.thisIndex;stim_neutral_loop.thisRepN;stim_neutral_loop.thisTrialN;stim_neutral_loop.thisN;stim_neutral_loop.thisIndex;stim_neutral31_loop.thisRepN;stim_neutral31_loop.thisTrialN;stim_neutral31_loop.thisN;stim_neutral31_loop.thisIndex;conterbalencement.thisRepN;conterbalencement.thisTrialN;conterbalencement.thisN;conterbalencement.thisIndex;istr_nh_loop.thisRepN;istr_nh_loop.thisTrialN;istr_nh_loop.thisN;istr_nh_loop.thisIndex;nh_loop_trials.thisRepN;nh_loop_trials.thisTrialN;nh_loop_trials.thisN;nh_loop_trials.thisIndex;istr_nb_loop.thisRepN;istr_nb_loop.thisTrialN;istr_nb_loop.thisN;istr_nb_loop.thisIndex;nb_loop_trials.thisRepN;nb_loop_trials.thisTrialN;nb_loop_trials.thisN;nb_loop_trials.thisIndex;conterbalencement2.thisRepN;conterbalencement2.thisTrialN;conterbalencement2.thisN;conterbalencement2.thisIndex;istr_hn_loop.thisRepN;istr_hn_loop.thisTrialN;istr_hn_loop.thisN;istr_hn_loop.thisIndex;hn_loop_trials.thisRepN;hn_loop_trials.thisTrialN;hn_loop_trials.thisN;hn_loop_trials.thisIndex;istr_bn_loop.thisRepN;istr_bn_loop.thisTrialN;istr_bn_loop.thisN;istr_bn_loop.thisIndex;bn_loop_trials.thisRepN;bn_loop_trials.thisTrialN;bn_loop_trials.thisN;bn_loop_trials.thisIndex;arousal_loop.thisRepN;arousal_loop.thisTrialN;arousal_loop.thisN;arousal_loop.thisIndex;valence_loop.thisRepN;valence_loop.thisTrialN;valence_loop.thisN;valence_loop.thisIndex;position.left;position.right;txt_right.started;txt_right.stopped;txt_left.started;txt_left.stopped;left.started;left.stopped;right.started;right.stopped;kb_trial_training.keys;kb_trial_training.rt;kb_trial_training.started;kb_trial_training.stopped;kb_extra_training.keys;kb_extra_training.rt;kb_extra_training.started;kb_extra_training.stopped;sound_1.started;sound_1.stopped;txt_wait.started;txt_wait.stopped;amplitude_5hz;sound_2.started;sound_2.stopped;amplitude_31hz;sound_6.started;sound_6.stopped;img_nb_right.started;img_nb_right.stopped;img_nb_left.started;img_nb_left.stopped;img_trial_right.started;img_trial_right.stopped;img_trial_left.started;img_trial_left.stopped;resp.keys;resp.rt;resp.started;resp.stopped;sound_3.started;sound_3.stopped;img_nh_right.started;img_nh_right.stopped;img_nh_left.started;img_nh_left.stopped;half_break_left.started;half_break_left.stopped;kb_half_break.keys;kb_half_break.rt;kb_half_break.started;kb_half_break.stopped;img_bn_right.started;img_bn_right.stopped;img_bn_left.started;img_bn_left.stopped;img_hn_right.started;img_hn_right.stopped;img_hn_left.started;img_hn_left.stopped;img_arousal_right.started;img_arousal_right.stopped;img_arousal_left.started;img_arousal_left.stopped;img_val_right.started;img_val_right.stopped;img_val_left.started;img_val_left.stopped;kb_valuation.keys;kb_valuation.rt;kb_valuation.started;kb_valuation.stopped;sound_4.started;sound_4.stopped;img_valence_right.started;img_valence_right.stopped;img_valence_left.started;img_valence_left.stopped;txt_end_right.started;txt_end_right.stopped;txt_end_left.started;txt_end_left.stopped;participant;session;practice;stim_setting;date;expName;psychopyVersion;frameRate;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;10;0;10;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.34999999999999976;963.337606938796;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;11;0;11;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.34999999999999976;967.2878514927943;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;978.5929288589978;None;978.5929288589978;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;992.8403811730022;None;992.8403811730022;None;['l'];[1.9232093720056582];992.8403811730022;None;992.8371260771964;1022.8368955850019;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;1;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1027.8708622479971;None;1027.8708622479971;None;['l'];[1.2386926199978916];1027.8708622479971;None;1027.8700718037944;1057.8696433040022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11BFI.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;2;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1062.9086545379978;None;1062.9086545379978;None;['l'];[1.415702466001676];1062.9086545379978;None;1062.9027473667957;1092.902658594001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;3;3;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1097.937597899996;None;1097.937597899996;None;['l'];[1.8339718810020713];1097.937597899996;None;1097.9358190717976;1127.9355877159978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;4;4;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1132.9693897109973;None;1132.9693897109973;None;['l'];[1.2521829170000274];1132.9693897109973;None;1132.9685000108002;1162.9681436399987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;0;5;5;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1168.007272228002;None;1168.007272228002;None;['l'];[2.7191691160041955];1168.007272228002;None;1168.001537285796;1198.0012317489964;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;0;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1203.0354792290018;None;1203.0354792290018;None;['l'];[1.9761058779986342];1203.0354792290018;None;1203.0344163927948;1233.034066453998;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;1;7;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1238.0677689509976;None;1238.0677689509976;None;['k'];[3.046833669002808];1238.0677689509976;None;1238.0670095997993;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;2;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1273.0887140019986;None;1273.0887140019986;None;['l'];[2.665940060003777];1273.0887140019986;None;1273.0834443147978;1303.0828337259954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;3;9;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1308.122246189996;None;1308.122246189996;None;['l'];[1.6613834199961275];1308.122246189996;None;1308.1163141177967;1338.1160065660006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11BFI.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;4;10;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1343.1537636509966;None;1343.1537636509966;None;['l'];[1.87286668500019];1343.1537636509966;None;1343.148957385798;1373.1519916629986;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;1;5;11;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1378.1826886759955;None;1378.1826886759955;None;['l'];[1.9387726159984595];1378.1826886759955;None;1378.1819836697978;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;0;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1413.1992014579955;None;1413.1992014579955;None;['l'];[1.342401123001764];1413.1992014579955;None;1413.1981679647943;1443.1977245449962;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11BFI.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;1;13;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1448.2317543419995;None;1448.2317543419995;None;['l'];[1.2518357149965595];1448.2317543419995;None;1448.230892027801;1478.2306389660007;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11BFI.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;2;14;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1483.264322465002;None;1483.264322465002;None;['l'];[3.2562514029996237];1483.264322465002;None;1483.2636804957947;1513.2632957230016;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;3;15;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1518.3025723109968;None;1518.3025723109968;None;['l'];[2.233911891002208];1518.3025723109968;None;1518.2966518057947;1548.2962799640009;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11BFI.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;4;16;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1553.3297585839973;None;1553.3297585839973;None;['l'];[1.6758149209999829];1553.3297585839973;None;1553.3293927447958;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11BFI.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;2;5;17;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1588.3477380100012;None;1588.3477380100012;None;['l'];[2.130794920005428];1588.3477380100012;None;1588.346282743798;1618.3451875269966;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1621.3620646880008;None;1621.3620646880008;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1656.479344829997;None;1656.479344829997;None;['l'];[1.2160951999976533];1656.479344829997;None;1656.4779057527994;1686.4774813309996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;1;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1691.5152323290022;None;1691.5152323290022;None;['l'];[4.361144721995515];1691.5152323290022;None;1691.5107438737978;1721.5105682680005;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;2;2;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1726.5501548129978;None;1726.5501548129978;None;['l'];[3.65927087199816];1726.5501548129978;None;1726.5436468137996;1756.5432277829968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;3;3;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1761.581830033996;None;1761.581830033996;None;['l'];[3.2846469020005316];1761.581830033996;None;1761.5764287877973;1791.576153078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;4;4;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1796.6092840650017;None;1796.6092840650017;None;['l'];[3.8482800369965844];1796.6092840650017;None;1796.609144894799;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;0;5;5;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1831.6320646000022;None;1831.6320646000022;None;"['l', 'k']";"[8.353559332994337, 28.49851285600016]";1831.6320646000022;None;1831.6254650498013;1861.6251831699992;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11NES.png;images/MAM11HAS.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;0;6;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1866.6629257199966;None;1866.6629257199966;None;"['l', 'k', 'l']";"[2.3656379120002384, 9.306617750997248, 25.683483475993853]";1866.6629257199966;None;1866.6583516518003;1896.6579404479999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/white.wav.wav;;;images/MAM11HAS.png;images/MAM11NES.png;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;1;7;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1901.6965417669999;None;1901.6965417669999;None;"['l', 'j', 'l', 'k']";"[1.310943827003939, 9.13702900300268, 15.094023542005743, 27.43198321700038]";1901.6965417669999;None;1901.6912416408013;1931.6909521979978;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;2;8;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1936.7248253020007;None;1936.7248253020007;None;"['l', 'k', 'l']";"[4.844687785000133, 10.304535912000574, 19.27768264000042]";1936.7248253020007;None;1936.7239634217985;1966.723882336999;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;3;9;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1971.7565455529984;None;1971.7565455529984;None;"['l', 'j', 'k', 'l']";"[1.1047164219999104, 14.570922641003563, 19.667807474004803, 26.567888858000515]";1971.7565455529984;None;1971.7564700367948;None;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;4;10;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2006.7740081800002;None;2006.7740081800002;None;"['l', 'k']";"[1.7504180050018476, 28.8815705349989]";2006.7740081800002;None;2006.7730747817986;2036.772525442997;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;1;5;11;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2041.8122578179973;None;2041.8122578179973;None;"['l', 'j', 'l']";"[1.503217022996978, 9.81833556300262, 22.620341212998028]";2041.8122578179973;None;2041.8058201917956;2071.8053983989957;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_5Hz_-6dBFS_31s.wav;;;images/MAM11NES.png;images/MAM11HAS.png;1;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;0;12;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2076.8439295790013;None;2076.8439295790013;None;"['l', 'j', 'l']";"[1.0544406800036086, 19.18445319100283, 21.53161977900163]";2076.8439295790013;None;2076.838638100795;2106.8382946109996;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
;;audio/tri_31Hz_-6dBFS_31s.wav;;;images/MAM11HAS.png;images/MAM11NES.png;1;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;1;0;;;;;2;1;13;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2111.876692302998;None;2111.876692302998;None;"['l', 'j', 'l', 'j', 'k']";"[1.9708865280044847, 6.813751295005204, 10.94177499700163, 20.702879919001134, 24.293753051999374]";2111.876692302998;None;2111.871475649801;2141.871230967001;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;03;001;1;1;2022_Mar_22_1327;VR_setting;2021.2.3;60.14524414673389;
